id_venta,id_producto,id_sucursal,cantidad,fecha_venta,costo_unitario,precio_lista,id_promocion,descuento_promo,id_lealtad,descuento_lealtad,precio_venta,
170596,AL-010,QUE,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,364265,0%," $1,499.97 ",
170598,AL-020,TEZ,1,23/02/2021, $66.40 ," $1,254.89 ",,0%,693735,0%," $1,254.89 ",
170600,AL-030,PAM,1,23/02/2021, $40.05 , $607.29 ,,0%,799946,0%, $607.29 ,
170602,LL-020,WDF,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,278460,0%," $4,399.85 ",
170604,AL-020,SCT,1,23/02/2021, $66.40 ," $1,254.89 ",,0%,165898,0%," $1,254.89 ",
170606,LL-020,SCT,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,663918,0%," $4,399.85 ",
170608,AL-010,GLL,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,749101,0%," $1,499.97 ",
170610,AL-020,GLL,1,13/04/2021, $66.40 ," $1,254.89 ",BDAY,50%,213428,0%, $627.45 ,
170612,LS-030,WDF,1,23/02/2021, $220.40 ," $1,589.76 ",,0%,718645,0%," $1,589.76 ",
170614,LL-020,WDF,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,501783,0%," $4,399.85 ",
170616,LS-030,SCT,1,23/02/2021, $220.40 ," $1,589.76 ",,0%,176173,0%," $1,589.76 ",
170618,WX-010,GLL,1,23/02/2021," $3,102.80 "," $26,841.70 ",,0%,539477,0%," $26,841.70 ",
170620,AL-010,TLA,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,386985,0%," $1,499.97 ",
170622,AL-030,QUE,1,23/02/2021, $40.05 , $607.29 ,,0%,152292,0%, $607.29 ,
170624,AL-030,WDF,1,23/02/2021, $40.05 , $607.29 ,,0%,249730,0%, $607.29 ,
170626,WS-040,PER,1,23/02/2021, $467.50 ," $4,794.89 ",,0%,597532,0%," $4,794.89 ",
170628,AL-030,WDF,1,23/02/2021, $40.05 , $607.29 ,,0%,280206,0%, $607.29 ,
170630,LL-020,PFA,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,452614,0%," $4,399.85 ",
170632,AL-010,WDF,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,740359,0%," $1,499.97 ",
170634,AL-010,SCT,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,304007,0%," $1,499.97 ",
170636,AL-010,WDF,2,23/02/2021, $233.75 ," $1,499.97 ",,0%,530279,0%," $2,999.94 ",
170638,WX-010,PFA,1,23/02/2021," $3,102.80 "," $26,841.70 ",,0%,674807,0%," $26,841.70 ",
170640,AL-020,GLL,1,23/02/2021, $66.40 ," $1,254.89 ",,0%,432264,0%," $1,254.89 ",
170642,AL-010,MHT,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,258687,0%," $1,499.97 ",
170644,AX-040,SCT,1,23/02/2021, $382.50 ," $17,783.96 ",,0%,264049,0%," $17,783.96 ",
170646,WX-010,MHT,1,23/02/2021," $3,102.80 "," $26,841.70 ",,0%,656601,0%," $26,841.70 ",
170648,LS-030,TEZ,1,23/02/2021, $220.40 ," $1,589.76 ",,0%,701365,0%," $1,589.76 ",
170650,AL-010,WDF,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,461682,0%," $1,499.97 ",
170652,AL-010,TLA,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,199694,0%," $1,499.97 ",
170654,LL-020,PFA,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,558587,0%," $4,399.85 ",
170656,WS-040,GAL,1,23/02/2021, $467.50 ," $4,794.89 ",,0%,580342,0%," $4,794.89 ",
170658,AX-040,SCT,1,23/02/2021, $382.50 ," $17,783.96 ",,0%,458867,0%," $17,783.96 ",
170660,AL-020,PER,1,23/02/2021, $66.40 ," $1,254.89 ",,0%,666600,0%," $1,254.89 ",
170662,LS-030,PFA,1,23/02/2021, $220.40 ," $1,589.76 ",,0%,555814,0%," $1,589.76 ",
170664,AL-030,PER,1,23/02/2021, $40.05 , $607.29 ,,0%,226359,0%, $607.29 ,
170666,WS-040,WDF,1,23/02/2021, $467.50 ," $4,794.89 ",,0%,221480,0%," $4,794.89 ",
170668,LL-020,PER,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,357444,0%," $4,399.85 ",
170670,LL-020,PFA,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,696416,0%," $4,399.85 ",
170672,AL-030,TEZ,1,23/02/2021, $40.05 , $607.29 ,,0%,669089,0%, $607.29 ,
170674,AL-030,WDF,1,23/02/2021, $40.05 , $607.29 ,,0%,450945,0%, $607.29 ,
170676,AL-010,GLL,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,509065,0%," $1,499.97 ",
170678,AL-010,WDF,3,23/02/2021, $233.75 ," $1,499.97 ",,0%,119061,0%," $4,499.91 ",
170680,WX-010,SCT,1,23/02/2021," $3,102.80 "," $26,841.70 ",,0%,571021,0%," $26,841.70 ",
170682,AL-010,TEZ,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,528225,0%," $1,499.97 ",
170684,AX-040,PER,1,23/02/2021, $382.50 ," $17,783.96 ",,0%,683243,0%," $17,783.96 ",
170686,LS-040,MHT,1,23/02/2021, $301.55 ," $1,910.70 ",,0%,677826,0%," $1,910.70 ",
170688,WX-010,MHT,1,23/02/2021," $3,102.80 "," $26,841.70 ",,0%,776337,0%," $26,841.70 ",
170690,LL-020,WDF,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,460585,0%," $4,399.85 ",
170692,AL-030,WDF,1,23/02/2021, $40.05 , $607.29 ,,0%,463938,0%, $607.29 ,
170694,AL-020,SCT,1,23/02/2021, $66.40 ," $1,254.89 ",,0%,338593,0%," $1,254.89 ",
170696,AL-030,MHT,1,23/02/2021, $40.05 , $607.29 ,,0%,340034,0%, $607.29 ,
170698,LS-040,PAM,1,23/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170700,AL-030,TLA,1,23/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170702,LL-020,GLL,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
170704,WX-010,QUE,1,23/02/2021," $3,102.80 "," $26,841.70 ",,0%,,0%," $26,841.70 ",
170706,LS-030,GLL,2,23/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $3,179.52 ",
170708,LS-030,GAL,1,23/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
170710,WS-040,GAL,1,23/02/2021, $467.50 ," $4,794.89 ",,0%,,0%," $4,794.89 ",
170712,LS-030,MHT,3,23/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $4,769.28 ",
170714,AL-030,MAG,1,23/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170716,AX-040,MHT,1,23/02/2021, $382.50 ," $17,783.96 ",,0%,,0%," $17,783.96 ",
170718,LS-030,QUE,1,23/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
170720,AL-010,MHT,2,23/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $2,999.94 ",
170722,AL-010,SCT,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170724,AL-010,PFA,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170726,AL-030,WDF,1,23/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170728,AL-010,SCT,3,23/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $4,499.91 ",
170730,AL-020,GLL,1,23/02/2021, $66.40 ," $1,254.89 ",,0%,,0%," $1,254.89 ",
170732,AL-020,MHT,1,23/02/2021, $66.40 ," $1,254.89 ",,0%,,0%," $1,254.89 ",
170734,LS-040,PFA,1,23/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170736,LS-040,TEZ,1,23/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170738,LS-040,PFA,1,23/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170740,WX-010,SCT,1,23/02/2021," $3,102.80 "," $26,841.70 ",,0%,,0%," $26,841.70 ",
170742,AL-030,PER,1,23/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170744,AL-010,WDF,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170746,AX-040,MHT,1,23/02/2021, $382.50 ," $17,783.96 ",,0%,,0%," $17,783.96 ",
170748,LS-030,GLL,1,23/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
170750,AL-010,TLA,1,23/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170752,AL-030,MHT,2,23/02/2021, $40.05 , $607.29 ,,0%,,0%," $1,214.58 ",
170754,LL-020,MAG,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
170756,LL-020,PER,1,23/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
170758,WX-010,QUE,1,24/02/2021," $3,102.80 "," $26,841.70 ",,0%,577733,0%," $26,841.70 ",
170760,LS-040,WDF,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,513752,0%," $1,910.70 ",
170762,LS-030,MHT,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,426596,0%," $1,589.76 ",
170764,LS-030,SCT,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,293549,0%," $1,589.76 ",
170766,AL-030,QUE,1,24/02/2021, $40.05 , $607.29 ,,0%,385330,0%, $607.29 ,
170768,AL-030,PFA,1,24/02/2021, $40.05 , $607.29 ,,0%,183283,0%, $607.29 ,
170770,AL-030,WDF,1,24/02/2021, $40.05 , $607.29 ,,0%,497736,0%, $607.29 ,
170772,LS-030,MHT,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,105635,0%," $1,589.76 ",
170774,AL-010,MHT,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,294321,0%," $1,499.97 ",
170776,AL-020,WDF,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,717074,0%," $1,254.89 ",
170778,AL-010,GLL,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,708533,0%," $1,499.97 ",
170780,AL-030,QUE,1,24/02/2021, $40.05 , $607.29 ,,0%,272923,0%, $607.29 ,
170782,AX-040,MHT,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,704339,0%," $17,783.96 ",
170784,AX-040,WDF,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,298759,0%," $17,783.96 ",
170786,AL-010,SCT,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,162460,0%," $1,499.97 ",
170788,AX-040,QUE,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,344598,0%," $17,783.96 ",
170790,AL-020,PFA,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,308613,0%," $1,254.89 ",
170792,WX-010,MAG,1,24/02/2021," $3,102.80 "," $26,841.70 ",,0%,261217,0%," $26,841.70 ",
170794,AL-020,WDF,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,743142,0%," $1,254.89 ",
170796,LL-020,GLL,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,660641,0%," $4,399.85 ",
170798,LS-040,MHT,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,446639,0%," $1,910.70 ",
170800,AL-010,SCT,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,738809,0%," $1,499.97 ",
170802,LL-020,SCT,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,260779,0%," $4,399.85 ",
170804,AL-020,GLL,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,403455,0%," $1,254.89 ",
170806,AL-030,TEZ,1,24/02/2021, $40.05 , $607.29 ,,0%,600296,0%, $607.29 ,
170808,LS-030,QUE,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,657698,0%," $1,589.76 ",
170810,LS-030,PER,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,391663,0%," $1,589.76 ",
170812,AL-010,MHT,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,201736,0%," $1,499.97 ",
170814,WS-030,PFA,1,08/05/2021, $552.50 ," $5,933.54 ",BDAY,50%,552330,0%," $2,966.77 ",
170816,LL-020,SCT,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,373749,0%," $4,399.85 ",
170818,AX-040,MHT,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,690653,0%," $17,783.96 ",
170820,LS-040,QUE,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,596078,0%," $1,910.70 ",
170822,AX-040,SCT,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,728339,0%," $17,783.96 ",
170824,LS-040,GLL,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,365491,0%," $1,910.70 ",
170826,LS-040,PER,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,500216,0%," $1,910.70 ",
170828,LS-030,QUE,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,132494,0%," $1,589.76 ",
170830,AX-040,PFA,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,412831,0%," $17,783.96 ",
170832,AL-030,PAM,1,24/02/2021, $40.05 , $607.29 ,,0%,132207,0%, $607.29 ,
170834,LL-020,TEZ,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,617217,0%," $4,399.85 ",
170836,WL-020,WDF,1,24/02/2021," $3,570.00 "," $21,006.84 ",,0%,399609,0%," $21,006.84 ",
170838,AL-020,PFA,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,611332,0%," $1,254.89 ",
170840,LL-020,GLL,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,284767,0%," $4,399.85 ",
170842,WS-030,MHT,3,24/02/2021, $552.50 ," $5,933.54 ",,0%,536011,0%," $17,800.62 ",
170844,AL-010,SCT,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,583931,0%," $1,499.97 ",
170846,WL-020,MHT,1,24/02/2021," $3,570.00 "," $21,006.84 ",,0%,623706,0%," $21,006.84 ",
170848,AL-010,WDF,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,729101,0%," $1,499.97 ",
170850,WL-020,WDF,1,24/02/2021," $3,570.00 "," $21,006.84 ",,0%,428606,0%," $21,006.84 ",
170852,LS-040,GLL,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,507847,0%," $1,910.70 ",
170854,AL-030,SCT,1,24/02/2021, $40.05 , $607.29 ,,0%,358595,0%, $607.29 ,
170856,LS-040,TLA,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,640312,0%," $1,910.70 ",
170858,AL-010,PFA,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,538588,0%," $1,499.97 ",
170860,LL-020,QUE,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
170862,AL-020,PAM,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,,0%," $1,254.89 ",
170864,LS-030,SCT,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
170866,AL-030,PFA,1,24/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170868,AX-040,GLL,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,,0%," $17,783.96 ",
170870,AL-030,PER,1,24/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170872,AL-030,MHT,1,24/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170874,AL-010,PFA,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170876,AL-010,GLL,2,24/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $2,999.94 ",
170878,LL-020,TEZ,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
170880,LS-040,WDF,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170882,AL-030,GLL,1,24/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170884,AL-010,GLL,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170886,LL-020,QUE,1,24/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
170888,AL-010,WDF,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170890,AX-040,WDF,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,,0%," $17,783.96 ",
170892,AX-040,MHT,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,,0%," $17,783.96 ",
170894,AL-030,PAM,1,24/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170896,AL-020,WDF,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,,0%," $1,254.89 ",
170898,WX-010,SCT,1,24/02/2021," $3,102.80 "," $26,841.70 ",,0%,,0%," $26,841.70 ",
170900,AL-020,PER,1,24/02/2021, $66.40 ," $1,254.89 ",,0%,,0%," $1,254.89 ",
170902,WL-020,PER,1,24/02/2021," $3,570.00 "," $21,006.84 ",,0%,,0%," $21,006.84 ",
170904,WL-020,MHT,1,24/02/2021," $3,570.00 "," $21,006.84 ",,0%,,0%," $21,006.84 ",
170906,LS-040,PER,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170908,AL-010,PFA,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170910,AL-030,QUE,1,24/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
170912,LS-030,GLL,1,24/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
170914,WX-010,PER,1,24/02/2021," $3,102.80 "," $26,841.70 ",,0%,,0%," $26,841.70 ",
170916,LS-040,GLL,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170918,AL-010,SCT,1,24/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
170920,AX-040,PFA,1,24/02/2021, $382.50 ," $17,783.96 ",,0%,,0%," $17,783.96 ",
170922,WX-010,SCT,1,24/02/2021," $3,102.80 "," $26,841.70 ",,0%,,0%," $26,841.70 ",
170924,LS-040,MHT,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170926,LL-020,MHT,2,24/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $8,799.70 ",
170928,AL-010,GLL,2,24/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $2,999.94 ",
170930,LS-040,PFA,1,24/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
170932,AL-010,TEZ,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,672776,0%," $1,499.97 ",
170934,AL-030,PER,1,25/02/2021, $40.05 , $607.29 ,,0%,298804,0%, $607.29 ,
170936,AL-030,WDF,1,25/02/2021, $40.05 , $607.29 ,,0%,478216,0%, $607.29 ,
170938,WS-040,TEZ,1,25/02/2021, $467.50 ," $4,794.89 ",,0%,345484,0%," $4,794.89 ",
170940,AL-020,SCT,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,155286,0%," $1,254.89 ",
170942,WS-040,GLL,1,25/02/2021, $467.50 ," $4,794.89 ",,0%,541425,0%," $4,794.89 ",
170944,LL-020,MHT,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,486001,0%," $4,399.85 ",
170946,AL-030,MAG,1,25/02/2021, $40.05 , $607.29 ,,0%,368935,0%, $607.29 ,
170948,LS-040,SCT,1,25/02/2021, $301.55 ," $1,910.70 ",,0%,113667,0%," $1,910.70 ",
170950,AL-030,MHT,1,25/02/2021, $40.05 , $607.29 ,,0%,427313,0%, $607.29 ,
170952,AL-020,MHT,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,229125,0%," $1,254.89 ",
170954,AL-010,WDF,1,08/01/2021, $233.75 ," $1,499.97 ",BDAY,50%,387417,0%, $749.99 ,
170956,WX-010,WDF,1,25/02/2021," $3,102.80 "," $26,841.70 ",,0%,420524,0%," $26,841.70 ",
170958,AL-010,MHT,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,476187,0%," $1,499.97 ",
170960,AL-020,MHT,2,25/02/2021, $66.40 ," $1,254.89 ",,0%,418778,0%," $2,509.78 ",
170962,LL-020,PER,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,745262,0%," $4,399.85 ",
170964,AL-030,PFA,1,25/02/2021, $40.05 , $607.29 ,,0%,104438,0%, $607.29 ,
170966,WL-020,PER,1,25/02/2021," $3,570.00 "," $21,006.84 ",,0%,442494,0%," $21,006.84 ",
170968,AL-030,MHT,3,25/02/2021, $40.05 , $607.29 ,,0%,420588,0%," $1,821.87 ",
170970,LS-030,TEZ,1,25/02/2021, $220.40 ," $1,589.76 ",,0%,216788,0%," $1,589.76 ",
170972,LS-040,PER,1,25/02/2021, $301.55 ," $1,910.70 ",,0%,135597,0%," $1,910.70 ",
170974,AL-010,SCT,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,318611,0%," $1,499.97 ",
170976,AL-030,PER,1,25/02/2021, $40.05 , $607.29 ,,0%,218960,0%, $607.29 ,
170978,AL-020,PER,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,295554,0%," $1,254.89 ",
170980,LS-040,GLL,3,25/02/2021, $301.55 ," $1,910.70 ",,0%,623492,0%," $5,732.10 ",
170982,AL-010,QUE,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,693866,0%," $1,499.97 ",
170984,AX-040,WDF,1,25/02/2021, $382.50 ," $17,783.96 ",,0%,161778,0%," $17,783.96 ",
170986,WX-010,MAG,1,25/02/2021," $3,102.80 "," $26,841.70 ",,0%,567719,0%," $26,841.70 ",
170988,WX-010,PER,1,25/02/2021," $3,102.80 "," $26,841.70 ",,0%,406211,0%," $26,841.70 ",
170990,AL-020,GLL,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,418177,0%," $1,254.89 ",
170992,AL-030,MHT,1,25/02/2021, $40.05 , $607.29 ,,0%,616049,0%, $607.29 ,
170994,LS-040,QUE,1,25/02/2021, $301.55 ," $1,910.70 ",,0%,641300,0%," $1,910.70 ",
170996,AL-010,MHT,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,258299,0%," $1,499.97 ",
170998,AL-030,PER,1,25/02/2021, $40.05 , $607.29 ,,0%,741614,0%, $607.29 ,
171000,LL-010,GLL,1,25/02/2021, $208.25 ," $3,924.50 ",,0%,436025,0%," $3,924.50 ",
171002,AL-030,PER,1,25/02/2021, $40.05 , $607.29 ,,0%,369995,0%, $607.29 ,
171004,AL-010,WDF,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,172653,0%," $1,499.97 ",
171006,WL-020,WDF,1,25/02/2021," $3,570.00 "," $21,006.84 ",,0%,427006,0%," $21,006.84 ",
171008,AL-030,GLL,1,25/02/2021, $40.05 , $607.29 ,,0%,528269,0%, $607.29 ,
171010,AL-010,MHT,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,237402,0%," $1,499.97 ",
171012,AL-030,WDF,1,25/02/2021, $40.05 , $607.29 ,,0%,765039,0%, $607.29 ,
171014,AL-010,TEZ,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,671088,0%," $1,499.97 ",
171016,AL-010,QUE,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,333805,0%," $1,499.97 ",
171018,AL-030,SCT,1,25/02/2021, $40.05 , $607.29 ,,0%,780026,0%, $607.29 ,
171020,AL-010,SCT,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,729359,0%," $1,499.97 ",
171022,LL-020,MHT,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,289800,0%," $4,399.85 ",
171024,AL-020,PER,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,299821,0%," $1,254.89 ",
171026,LS-030,GLL,1,25/02/2021, $220.40 ," $1,589.76 ",,0%,705208,0%," $1,589.76 ",
171028,AL-010,GAL,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,212520,0%," $1,499.97 ",
171030,AL-030,GLL,1,25/02/2021, $40.05 , $607.29 ,,0%,213283,0%, $607.29 ,
171032,LS-040,QUE,1,25/02/2021, $301.55 ," $1,910.70 ",,0%,217825,0%," $1,910.70 ",
171034,AL-010,GLL,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,389135,0%," $1,499.97 ",
171036,LS-030,PFA,1,25/02/2021, $220.40 ," $1,589.76 ",,0%,729191,0%," $1,589.76 ",
171038,AL-010,QUE,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,178727,0%," $1,499.97 ",
171040,LL-020,MAG,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,694826,0%," $4,399.85 ",
171042,AL-020,WDF,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,650284,0%," $1,254.89 ",
171044,AL-010,PFA,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,698692,0%," $1,499.97 ",
171046,AL-020,TEZ,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,258562,0%," $1,254.89 ",
171048,AL-020,WDF,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,797866,0%," $1,254.89 ",
171050,AL-010,SCT,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,380723,0%," $1,499.97 ",
171052,LL-020,PAM,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,565116,0%," $4,399.85 ",
171054,AL-010,TEZ,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,664499,0%," $1,499.97 ",
171056,LS-040,QUE,1,25/02/2021, $301.55 ," $1,910.70 ",,0%,681777,0%," $1,910.70 ",
171058,LL-010,MHT,1,25/02/2021, $208.25 ," $3,924.50 ",,0%,580961,0%," $3,924.50 ",
171060,AL-030,WDF,1,25/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
171062,AL-010,PFA,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
171064,AL-020,SCT,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,,0%," $1,254.89 ",
171066,AL-010,GLL,3,25/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $4,499.91 ",
171068,AL-030,GLL,1,25/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
171070,AL-030,GLL,1,25/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
171072,AL-010,GLL,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
171074,LL-020,QUE,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
171076,LS-030,PER,1,25/02/2021, $220.40 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
171078,LL-020,TEZ,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
171080,LL-020,MAG,1,25/02/2021, $324.70 ," $4,399.85 ",,0%,,0%," $4,399.85 ",
171082,AL-010,TEZ,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
171084,AL-010,MHT,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
171086,LS-040,WDF,1,25/02/2021, $301.55 ," $1,910.70 ",,0%,,0%," $1,910.70 ",
171088,AL-020,SCT,1,25/02/2021, $66.40 ," $1,254.89 ",,0%,,0%," $1,254.89 ",
171090,AL-030,PER,1,25/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
171092,AL-030,PFA,1,25/02/2021, $40.05 , $607.29 ,,0%,,0%, $607.29 ,
171094,AL-010,GLL,1,25/02/2021, $233.75 ," $1,499.97 ",,0%,,0%," $1,499.97 ",
